         1352686 function calls (1302517 primitive calls) in 6.330 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
     2000    1.452    0.001    1.452    0.001 {built-in method torch._C._nn._upsample_bilinear2d_aa}
15251/13251    0.520    0.000    0.568    0.000 {method 'to' of 'torch._C._TensorBase' objects}
     2628    0.468    0.000    0.861    0.000 /vision/torchvision/transforms/functional_tensor.py:875(_scale_channel)
140593/126500    0.260    0.000    1.338    0.000 /vision/torchvision/prototype/features/_feature.py:59(__torch_function__)
      309    0.232    0.001    0.232    0.001 {built-in method torch.grid_sampler}
4000/2000    0.200    0.000    0.204    0.000 {method 'flip' of 'torch._C._TensorBase' objects}
8062/4031    0.186    0.000    0.291    0.000 {method 'clone' of 'torch._C._TensorBase' objects}
     2628    0.176    0.000    0.176    0.000 {built-in method torch.bincount}
    16462    0.127    0.000    0.363    0.000 /vision/torchvision/prototype/features/_feature.py:40(new_like)
     2000    0.123    0.000    0.123    0.000 {method 'div' of 'torch._C._TensorBase' objects}
4000/2000    0.114    0.000    0.118    0.000 {method 'div_' of 'torch._C._TensorBase' objects}
  586/293    0.099    0.000    0.099    0.000 {built-in method torch.where}
     2340    0.098    0.000    0.098    0.000 {built-in method torch.round}
     2000    0.085    0.000    2.164    0.001 /vision/torchvision/prototype/transforms/_auto_augment.py:276(forward)
     4000    0.074    0.000    0.950    0.000 /vision/torchvision/prototype/transforms/_transform.py:66(forward)
    16462    0.069    0.000    0.069    0.000 {built-in method _make_subclass}
      430    0.067    0.000    0.089    0.000 /vision/torchvision/transforms/functional_tensor.py:150(rgb_to_grayscale)
4000/2000    0.065    0.000    0.070    0.000 {method 'sub_' of 'torch._C._TensorBase' objects}
    36924    0.064    0.000    0.064    0.000 {built-in method torch.as_tensor}
     8770    0.055    0.000    0.055    0.000 {built-in method torch.rand}
     2000    0.055    0.000    0.448    0.000 /vision/torchvision/transforms/functional_tensor.py:917(normalize)
     2000    0.054    0.000    0.194    0.000 /vision/torchvision/prototype/transforms/_augment.py:48(_get_params)
    10000    0.052    0.000    0.052    0.000 {built-in method torch.randint}
    20308    0.052    0.000    0.073    0.000 /vision/torchvision/transforms/functional_tensor.py:9(_is_tensor_a_torch_image)
12173/11864    0.049    0.000    0.049    0.000 {method 'view' of 'torch._C._TensorBase' objects}
    16462    0.043    0.000    0.193    0.000 /vision/torchvision/prototype/features/_image.py:65(__new__)
     5052    0.042    0.000    0.042    0.000 {built-in method torch.tensor}
    16462    0.041    0.000    0.404    0.000 /vision/torchvision/prototype/features/_image.py:96(new_like)
      461    0.039    0.000    0.129    0.000 /vision/torchvision/transforms/functional_tensor.py:264(_blend)
     3181    0.039    0.000    0.039    0.000 {method 'clamp' of 'torch._C._TensorBase' objects}
      293    0.038    0.000    0.038    0.000 {method 'ge' of 'torch._C._TensorBase' objects}
     2000    0.037    0.000    0.159    0.000 /vision/torchvision/prototype/transforms/_geometry.py:107(_get_params)
      492    0.037    0.000    0.037    0.000 {method 'mul' of 'torch._C._TensorBase' objects}
     7884    0.037    0.000    0.037    0.000 {built-in method torch.div}
     9369    0.034    0.000    0.034    0.000 {built-in method torch.empty}
     9060    0.034    0.000    0.034    0.000 {method 'uniform_' of 'torch._C._TensorBase' objects}
     7584    0.034    0.000    0.062    0.000 /vision/torchvision/transforms/functional_tensor.py:24(get_dimensions)
      526    0.034    0.000    0.034    0.000 {method 'sub' of 'torch._C._TensorBase' objects}
      309    0.033    0.000    0.033    0.000 {method 'bmm' of 'torch._C._TensorBase' objects}
    12000    0.032    0.000    3.953    0.000 /vision/torchvision/prototype/transforms/_transform.py:32(forward)
16000/2000    0.032    0.000    6.330    0.003 /usr/local/lib/python3.8/dist-packages/torch/nn/modules/module.py:1184(_call_impl)
      876    0.029    0.000    0.029    0.000 {built-in method torch.stack}
24000/22000    0.027    0.000    0.133    0.000 /usr/local/lib/python3.8/dist-packages/torch/utils/_pytree.py:139(tree_flatten)
   191204    0.026    0.000    0.026    0.000 {built-in method builtins.isinstance}
     2000    0.026    0.000    0.306    0.000 /vision/torchvision/transforms/functional_tensor.py:68(convert_image_dtype)
     6000    0.025    0.000    0.049    0.000 /vision/torchvision/prototype/features/_image.py:104(image_size)
    24000    0.025    0.000    0.034    0.000 /usr/local/lib/python3.8/dist-packages/torch/utils/_pytree.py:112(__init__)
    16462    0.023    0.000    0.107    0.000 /vision/torchvision/prototype/features/_feature.py:23(__new__)
     2628    0.023    0.000    0.023    0.000 {built-in method torch.nn.functional.pad}
     6000    0.022    0.000    0.034    0.000 /vision/torchvision/prototype/features/_image.py:108(num_channels)
