         1157142 function calls (1121066 primitive calls) in 5.982 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
     2000    1.450    0.001    1.450    0.001 {built-in method torch._C._nn._upsample_bilinear2d_aa}
15251/13251    0.515    0.000    0.532    0.000 {method 'to' of 'torch._C._TensorBase' objects}
     2628    0.468    0.000    0.855    0.000 /vision/torchvision/transforms/functional_tensor.py:875(_scale_channel)
      309    0.232    0.001    0.232    0.001 {built-in method torch.grid_sampler}
4000/2000    0.204    0.000    0.209    0.000 {method 'flip' of 'torch._C._TensorBase' objects}
8062/4031    0.186    0.000    0.211    0.000 {method 'clone' of 'torch._C._TensorBase' objects}
     2628    0.175    0.000    0.175    0.000 {built-in method torch.bincount}
    30305    0.150    0.000    1.125    0.000 /vision/torchvision/prototype/features/_feature.py:75(__torch_function__)
     2000    0.122    0.000    0.122    0.000 {method 'div' of 'torch._C._TensorBase' objects}
4000/2000    0.113    0.000    0.116    0.000 {method 'div_' of 'torch._C._TensorBase' objects}
     2340    0.099    0.000    0.099    0.000 {built-in method torch.round}
  586/293    0.099    0.000    0.099    0.000 {built-in method torch.where}
    26256    0.085    0.000    0.085    0.000 /vision/torchvision/prototype/features/_feature.py:139(ndim)
     2000    0.083    0.000    2.097    0.001 /vision/torchvision/prototype/transforms/_auto_augment.py:276(forward)
    23629    0.071    0.000    0.071    0.000 /vision/torchvision/prototype/features/_feature.py:135(shape)
     4000    0.071    0.000    0.815    0.000 /vision/torchvision/prototype/transforms/_transform.py:66(forward)
4000/2000    0.064    0.000    0.069    0.000 {method 'sub_' of 'torch._C._TensorBase' objects}
      430    0.064    0.000    0.089    0.000 /vision/torchvision/transforms/functional_tensor.py:150(rgb_to_grayscale)
     2000    0.051    0.000    0.188    0.000 /vision/torchvision/prototype/transforms/_augment.py:48(_get_params)
    10000    0.050    0.000    0.050    0.000 {built-in method torch.randint}
     8770    0.049    0.000    0.049    0.000 {built-in method torch.rand}
    16462    0.047    0.000    0.047    0.000 {method 'as_subclass' of 'torch._C._TensorBase' objects}
12173/11864    0.045    0.000    0.046    0.000 {method 'view' of 'torch._C._TensorBase' objects}
     2000    0.041    0.000    0.412    0.000 /vision/torchvision/transforms/functional_tensor.py:917(normalize)
     5052    0.040    0.000    0.040    0.000 {built-in method torch.tensor}
     3181    0.039    0.000    0.039    0.000 {method 'clamp' of 'torch._C._TensorBase' objects}
      293    0.038    0.000    0.038    0.000 {method 'ge' of 'torch._C._TensorBase' objects}
      492    0.038    0.000    0.038    0.000 {method 'mul' of 'torch._C._TensorBase' objects}
      461    0.037    0.000    0.130    0.000 /vision/torchvision/transforms/functional_tensor.py:264(_blend)
     7884    0.036    0.000    0.036    0.000 {built-in method torch.div}
     2000    0.035    0.000    0.151    0.000 /vision/torchvision/prototype/transforms/_geometry.py:107(_get_params)
      526    0.034    0.000    0.034    0.000 {method 'sub' of 'torch._C._TensorBase' objects}
    12000    0.033    0.000    3.668    0.000 /vision/torchvision/prototype/transforms/_transform.py:32(forward)
16000/2000    0.033    0.000    5.982    0.003 /usr/local/lib/python3.8/dist-packages/torch/nn/modules/module.py:1184(_call_impl)
      309    0.033    0.000    0.033    0.000 {method 'bmm' of 'torch._C._TensorBase' objects}
     8552    0.031    0.000    0.031    0.000 /vision/torchvision/prototype/features/_feature.py:147(dtype)
     9060    0.031    0.000    0.031    0.000 {method 'uniform_' of 'torch._C._TensorBase' objects}
     2000    0.030    0.000    5.975    0.003 /vision/torchvision/prototype/transforms/_container.py:15(forward)
     9369    0.029    0.000    0.029    0.000 {built-in method torch.empty}
      876    0.029    0.000    0.029    0.000 {built-in method torch.stack}
24000/22000    0.026    0.000    0.132    0.000 /usr/local/lib/python3.8/dist-packages/torch/utils/_pytree.py:139(tree_flatten)
    24000    0.025    0.000    0.035    0.000 /usr/local/lib/python3.8/dist-packages/torch/utils/_pytree.py:112(__init__)
     2628    0.023    0.000    0.023    0.000 {built-in method torch.nn.functional.pad}
   158280    0.022    0.000    0.022    0.000 {built-in method builtins.isinstance}
     4000    0.020    0.000    0.020    0.000 {built-in method torch.as_tensor}
    22000    0.019    0.000    0.052    0.000 /usr/local/lib/python3.8/dist-packages/torch/utils/_pytree.py:132(__init__)
12560/7280    0.019    0.000    0.028    0.000 {method 'is_floating_point' of 'torch._C._TensorBase' objects}
      876    0.019    0.000    0.887    0.001 /vision/torchvision/transforms/functional_tensor.py:897(<listcomp>)
     4530    0.019    0.000    0.019    0.000 {built-in method torch.exp}
    16000    0.019    0.000    0.019    0.000 {built-in method torch._C._get_tracing_state}
    12000    0.018    0.000    3.213    0.000 /vision/torchvision/prototype/transforms/_transform.py:38(<listcomp>)
    24000    0.018    0.000    0.049    0.000 /usr/local/lib/python3.8/dist-packages/torch/utils/_pytree.py:102(_is_leaf)
     2000    0.017    0.000    0.279    0.000 /vision/torchvision/transforms/functional_tensor.py:68(convert_image_dtype)
      618    0.017    0.000    0.017    0.000 {method 'copy_' of 'torch._C._TensorBase' objects}
    26000    0.017    0.000    0.020    0.000 /usr/local/lib/python3.8/dist-packages/torch/utils/_pytree.py:86(_is_namedtuple_instance)
