         3856936 function calls (3836598 primitive calls) in 5.854 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
     2000    1.667    0.001    1.667    0.001 {method 'resize' of 'ImagingCore' objects}
      309    0.340    0.001    0.340    0.001 {method 'transform2' of 'ImagingCore' objects}
     2000    0.169    0.000    0.169    0.000 {method 'sub_' of 'torch._C._TensorBase' objects}
      899    0.151    0.000    0.542    0.001 /usr/local/lib/python3.8/dist-packages/Pillow-9.2.0-py3.8-linux-x86_64.egg/PIL/ImageOps.py:355(equalize)
4000/2000    0.149    0.000    0.175    0.000 {method 'to' of 'torch._C._TensorBase' objects}
      493    0.148    0.000    0.148    0.000 {built-in method PIL._imaging.blend}
     1646    0.134    0.000    0.134    0.000 {method 'point' of 'ImagingCore' objects}
     2000    0.130    0.000    0.130    0.000 {method 'div_' of 'torch._C._TensorBase' objects}
  1274272    0.126    0.000    0.126    0.000 {built-in method builtins.round}
     4000    0.121    0.000    0.121    0.000 {method 'clone' of 'torch._C._TensorBase' objects}
     1646    0.117    0.000    0.236    0.000 /usr/local/lib/python3.8/dist-packages/Pillow-9.2.0-py3.8-linux-x86_64.egg/PIL/Image.py:1723(<listcomp>)
     1163    0.108    0.000    0.108    0.000 {method 'histogram' of 'ImagingCore' objects}
     2000    0.088    0.000    1.599    0.001 /vision/torchvision/prototype/transforms/_auto_augment.py:277(forward)
     2000    0.087    0.000    0.087    0.000 {method 'div' of 'torch._C._TensorBase' objects}
     4000    0.081    0.000    0.608    0.000 /vision/torchvision/prototype/transforms/_transform.py:66(forward)
     2000    0.076    0.000    0.076    0.000 {method 'transpose' of 'ImagingCore' objects}
     2000    0.067    0.000    0.067    0.000 {method 'crop' of 'ImagingCore' objects}
     2000    0.062    0.000    0.124    0.000 /vision/torchvision/transforms/functional_tensor.py:938(erase)
     2000    0.062    0.000    0.193    0.000 /vision/torchvision/prototype/transforms/_augment.py:48(_get_params)
  1034374    0.060    0.000    0.060    0.000 {method 'append' of 'list' objects}
    10000    0.058    0.000    0.058    0.000 {built-in method torch.randint}
     6000    0.057    0.000    0.057    0.000 {method 'encode' of 'ImagingEncoder' objects}
     8802    0.056    0.000    0.056    0.000 {built-in method torch.rand}
     8000    0.046    0.000    0.046    0.000 {built-in method torch.as_tensor}
     2000    0.046    0.000    0.459    0.000 /vision/torchvision/transforms/functional_tensor.py:912(normalize)
     2000    0.044    0.000    0.170    0.000 /vision/torchvision/prototype/transforms/_geometry.py:107(_get_params)
16000/2000    0.043    0.000    5.578    0.003 /usr/local/lib/python3.8/dist-packages/torch/nn/modules/module.py:1184(_call_impl)
     2000    0.042    0.000    0.153    0.000 /usr/lib/python3.8/traceback.py:321(extract)
     2000    0.040    0.000    0.158    0.000 {built-in method numpy.array}
     9064    0.039    0.000    0.039    0.000 {method 'uniform_' of 'torch._C._TensorBase' objects}
    10000    0.038    0.000    0.038    0.000 {built-in method posix.stat}
    12000    0.037    0.000    3.725    0.000 /vision/torchvision/prototype/transforms/_transform.py:32(forward)
     4000    0.037    0.000    0.037    0.000 {built-in method torch.tensor}
     9064    0.036    0.000    0.036    0.000 {built-in method torch.empty}
   204107    0.035    0.000    0.035    0.000 {built-in method builtins.isinstance}
     2000    0.034    0.000    0.060    0.000 /usr/lib/python3.8/traceback.py:388(format)
       39    0.033    0.001    0.033    0.001 {method 'filter' of 'ImagingCore' objects}
     2000    0.033    0.000    5.568    0.003 /vision/torchvision/prototype/transforms/_container.py:15(forward)
     8000    0.030    0.000    0.030    0.000 {method 'as_subclass' of 'torch._C._TensorBase' objects}
     2859    0.030    0.000    0.030    0.000 {built-in method _functools.reduce}
24000/22000    0.029    0.000    0.143    0.000 /usr/local/lib/python3.8/dist-packages/torch/utils/_pytree.py:139(tree_flatten)
    24000    0.027    0.000    0.038    0.000 /usr/local/lib/python3.8/dist-packages/torch/utils/_pytree.py:112(__init__)
     6000    0.026    0.000    0.026    0.000 {method 'view' of 'torch._C._TensorBase' objects}
