         220004 function calls (213004 primitive calls) in 12.004 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
     1000    5.739    0.006    5.739    0.006 {built-in method torch._C._nn.upsample_nearest2d}
      999    5.376    0.005    5.376    0.005 {method 'resize' of 'ImagingCore' objects}
     2000    0.305    0.000    0.305    0.000 {method 'to' of 'torch._C._TensorBase' objects}
     1000    0.229    0.000    0.229    0.000 {built-in method torch.round}
     5000    0.030    0.000    0.030    0.000 {method 'encode' of 'ImagingEncoder' objects}
     1000    0.030    0.000    0.105    0.000 {built-in method numpy.array}
     1000    0.020    0.000    0.020    0.000 {method 'join' of 'bytes' objects}
     3000    0.015    0.000    0.015    0.000 {method 'view' of 'torch._C._TensorBase' objects}
     3000    0.013    0.000    0.013    0.000 {built-in method torch.as_tensor}
     1000    0.012    0.000    0.026    0.000 /vision/torchvision/prototype/features/_feature.py:42(new_like)
     1000    0.011    0.000    0.011    0.000 {built-in method torch.randint}
     1000    0.010    0.000    6.343    0.006 /vision/torchvision/prototype/transforms/functional/_geometry.py:131(resize_mask)
2000/1000    0.009    0.000    0.011    0.000 {method 'unsqueeze' of 'torch._C._TensorBase' objects}
     2000    0.009    0.000    0.009    0.000 {built-in method _make_subclass}
     1000    0.008    0.000    0.140    0.000 /vision/torchvision/transforms/functional.py:176(pil_to_tensor)
     1000    0.008    0.000    6.292    0.006 /vision/torchvision/transforms/functional_tensor.py:447(resize)
3000/1000    0.008    0.000   12.004    0.012 /usr/local/lib/python3.8/dist-packages/torch/nn/modules/module.py:1184(_call_impl)
     1000    0.008    0.000    6.317    0.006 /vision/torchvision/prototype/transforms/functional/_geometry.py:94(resize_image_tensor)
     5000    0.007    0.000    0.013    0.000 /vision/torchvision/prototype/features/_feature.py:61(__torch_function__)
     1000    0.007    0.000    0.067    0.000 /usr/local/lib/python3.8/dist-packages/Pillow-9.2.0-py3.8-linux-x86_64.egg/PIL/Image.py:705(tobytes)
     1000    0.006    0.000    5.389    0.005 /usr/local/lib/python3.8/dist-packages/Pillow-9.2.0-py3.8-linux-x86_64.egg/PIL/Image.py:1975(resize)
     1000    0.006    0.000    0.016    0.000 /vision/torchvision/prototype/transforms/_geometry.py:898(_get_params)
3000/1000    0.006    0.000    0.007    0.000 /usr/local/lib/python3.8/dist-packages/torch/utils/_pytree.py:161(tree_unflatten)
     2000    0.006    0.000    0.006    0.000 {method 'squeeze' of 'torch._C._TensorBase' objects}
     2000    0.005    0.000   11.777    0.006 /vision/torchvision/prototype/transforms/functional/_geometry.py:155(resize)
3000/1000    0.005    0.000    0.019    0.000 /usr/local/lib/python3.8/dist-packages/torch/utils/_pytree.py:139(tree_flatten)
     1000    0.005    0.000   12.000    0.012 /vision/torchvision/prototype/transforms/_container.py:15(forward)
     1000    0.005    0.000    0.005    0.000 {method 'permute' of 'torch._C._TensorBase' objects}
     1000    0.004    0.000    0.154    0.000 main.py:434(forward)
    32000    0.004    0.000    0.004    0.000 {built-in method builtins.isinstance}
     1000    0.004    0.000    5.744    0.006 /usr/local/lib/python3.8/dist-packages/torch/nn/functional.py:3765(interpolate)
     2000    0.004    0.000    0.018    0.000 /vision/torchvision/prototype/features/_feature.py:25(__new__)
     1000    0.004    0.000    0.465    0.000 /vision/torchvision/transforms/functional_tensor.py:534(_cast_squeeze_out)
     1000    0.004    0.000    5.398    0.005 /vision/torchvision/prototype/transforms/functional/_geometry.py:116(resize_image_pil)
     1000    0.004    0.000   11.834    0.012 /vision/torchvision/prototype/transforms/_transform.py:32(forward)
     3000    0.003    0.000    0.003    0.000 {built-in method torch._C._get_tracing_state}
     2000    0.003    0.000    0.004    0.000 /vision/torchvision/transforms/functional.py:363(_compute_resized_output_size)
     1000    0.003    0.000    0.074    0.000 /usr/local/lib/python3.8/dist-packages/Pillow-9.2.0-py3.8-linux-x86_64.egg/PIL/Image.py:674(__array_interface__)
     1000    0.003    0.000    6.373    0.006 /vision/torchvision/prototype/features/_mask.py:20(resize)
     3000    0.003    0.000    0.005    0.000 /usr/local/lib/python3.8/dist-packages/torch/utils/_pytree.py:112(__init__)
     1000    0.003    0.000    0.004    0.000 /vision/torchvision/transforms/functional_tensor.py:24(get_dimensions)
     1000    0.003    0.000   11.788    0.012 /vision/torchvision/prototype/transforms/_transform.py:38(<listcomp>)
     1000    0.003    0.000    0.004    0.000 /usr/local/lib/python3.8/dist-packages/Pillow-9.2.0-py3.8-linux-x86_64.egg/PIL/Image.py:531(_new)
