         2009847 function calls (1983578 primitive calls) in 6.403 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
     2000    1.467    0.001    1.467    0.001 {built-in method torch._C._nn._upsample_bilinear2d_aa}
15505/13505    0.537    0.000    0.560    0.000 {method 'to' of 'torch._C._TensorBase' objects}
     2697    0.478    0.000    0.877    0.000 /vision/torchvision/transforms/functional_tensor.py:870(_scale_channel)
      309    0.232    0.001    0.232    0.001 {built-in method torch.grid_sampler}
4000/2000    0.200    0.000    0.208    0.000 {method 'flip' of 'torch._C._TensorBase' objects}
     2697    0.180    0.000    0.180    0.000 {built-in method torch.bincount}
4078/4039    0.172    0.000    0.172    0.000 {method 'clone' of 'torch._C._TensorBase' objects}
    65932    0.156    0.000    0.888    0.000 /vision/torchvision/prototype/features/_feature.py:62(__torch_function__)
     2000    0.123    0.000    0.123    0.000 {method 'div' of 'torch._C._TensorBase' objects}
  600/300    0.109    0.000    0.110    0.000 {built-in method torch.where}
     2000    0.106    0.000    0.106    0.000 {method 'div_' of 'torch._C._TensorBase' objects}
     2348    0.100    0.000    0.100    0.000 {built-in method torch.round}
     2000    0.087    0.000    2.252    0.001 /vision/torchvision/prototype/transforms/_auto_augment.py:276(forward)
      454    0.072    0.000    0.102    0.000 /vision/torchvision/transforms/functional_tensor.py:150(rgb_to_grayscale)
     4000    0.071    0.000    0.751    0.000 /vision/torchvision/prototype/transforms/_transform.py:66(forward)
     2000    0.065    0.000    0.153    0.000 /vision/torchvision/transforms/functional_tensor.py:938(erase)
     2000    0.054    0.000    0.054    0.000 {method 'sub_' of 'torch._C._TensorBase' objects}
     2000    0.053    0.000    0.168    0.000 /vision/torchvision/prototype/transforms/_augment.py:48(_get_params)
    10000    0.052    0.000    0.052    0.000 {built-in method torch.randint}
     8802    0.052    0.000    0.052    0.000 {built-in method torch.rand}
12242/11933    0.049    0.000    0.049    0.000 {method 'view' of 'torch._C._TensorBase' objects}
    22404    0.046    0.000    0.088    0.000 /vision/torchvision/transforms/functional_tensor.py:9(_is_tensor_a_torch_image)
    12487    0.046    0.000    0.046    0.000 {method 'as_subclass' of 'torch._C._TensorBase' objects}
     9656    0.043    0.000    0.104    0.000 /vision/torchvision/transforms/functional_tensor.py:24(get_dimensions)
     5058    0.043    0.000    0.043    0.000 {built-in method torch.tensor}
      493    0.042    0.000    0.143    0.000 /vision/torchvision/transforms/functional_tensor.py:264(_blend)
     2000    0.041    0.000    0.333    0.000 /vision/torchvision/transforms/functional_tensor.py:912(normalize)
      532    0.041    0.000    0.041    0.000 {method 'mul' of 'torch._C._TensorBase' objects}
     3292    0.040    0.000    0.040    0.000 {method 'clamp' of 'torch._C._TensorBase' objects}
     2000    0.040    0.000    0.188    0.000 /vision/torchvision/prototype/transforms/_geometry.py:107(_get_params)
      300    0.039    0.000    0.039    0.000 {method 'ge' of 'torch._C._TensorBase' objects}
     2000    0.038    0.000    0.142    0.000 /usr/lib/python3.8/traceback.py:321(extract)
    10000    0.038    0.000    0.038    0.000 {built-in method posix.stat}
16000/2000    0.037    0.000    6.148    0.003 /usr/local/lib/python3.8/dist-packages/torch/nn/modules/module.py:1184(_call_impl)
     8091    0.037    0.000    0.037    0.000 {built-in method torch.div}
   246245    0.037    0.000    0.037    0.000 {built-in method builtins.isinstance}
