         1720548 function calls in 11.512 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
     5000    1.376    0.000    1.376    0.000 {built-in method torch._C._nn.upsample_bilinear2d}
    33929    1.281    0.000    1.281    0.000 {method 'to' of 'torch._C._TensorBase' objects}
     6858    1.207    0.000    2.202    0.000 /vision/torchvision/transforms/functional_tensor.py:875(_scale_channel)
      831    0.623    0.001    0.623    0.001 {built-in method torch.grid_sampler}
     5000    0.475    0.000    0.475    0.000 {method 'flip' of 'torch._C._TensorBase' objects}
     6858    0.452    0.000    0.452    0.000 {built-in method torch.bincount}
    10075    0.414    0.000    0.414    0.000 {method 'clone' of 'torch._C._TensorBase' objects}
     5000    0.317    0.000    0.525    0.000 /vision/torchvision/transforms/functional_tensor.py:68(convert_image_dtype)
      702    0.281    0.000    0.281    0.000 {built-in method torch.where}
     5000    0.265    0.000    0.265    0.000 {method 'div_' of 'torch._C._TensorBase' objects}
     5906    0.246    0.000    0.246    0.000 {built-in method torch.round}
    37700    0.223    0.000    0.223    0.000 {built-in method torch.tensor}
     5000    0.187    0.000    5.312    0.001 /vision/torchvision/transforms/autoaugment.py:255(forward)
     1203    0.183    0.000    0.310    0.000 /vision/torchvision/transforms/functional_tensor.py:264(_blend)
     1128    0.163    0.000    0.203    0.000 /vision/torchvision/transforms/functional_tensor.py:150(rgb_to_grayscale)
     5000    0.161    0.000    0.373    0.000 /vision/torchvision/transforms/functional_tensor.py:943(erase)
    51662    0.136    0.000    0.136    0.000 {built-in method torch.linspace}
     5000    0.135    0.000    0.135    0.000 {method 'sub_' of 'torch._C._TensorBase' objects}
    30000    0.128    0.000    0.128    0.000 {built-in method torch.randint}
     5000    0.123    0.000    0.352    0.000 /vision/torchvision/transforms/transforms.py:1656(get_params)
     5000    0.113    0.000    0.406    0.000 /vision/torchvision/transforms/autoaugment.py:223(_augmentation_space)
    30000    0.104    0.000   11.444    0.000 /usr/local/lib/python3.8/dist-packages/torch/nn/modules/module.py:1184(_call_impl)
     8284    0.098    0.000    0.098    0.000 {method 'clamp' of 'torch._C._TensorBase' objects}
      702    0.095    0.000    0.431    0.001 /vision/torchvision/transforms/functional_tensor.py:801(solarize)
    56374    0.093    0.000    0.163    0.000 /vision/torchvision/utils.py:538(_log_api_usage_once)
    20574    0.092    0.000    0.092    0.000 {built-in method torch.div}
     5000    0.090    0.000    0.802    0.000 /vision/torchvision/transforms/functional_tensor.py:917(normalize)
     5000    0.089    0.000    0.364    0.000 /vision/torchvision/transforms/transforms.py:910(get_params)
     5000    0.087    0.000    0.894    0.000 /vision/torchvision/transforms/transforms.py:1698(forward)
      831    0.085    0.000    0.085    0.000 {method 'bmm' of 'torch._C._TensorBase' objects}
    15000    0.085    0.000    0.085    0.000 {built-in method torch.rand}
     2286    0.075    0.000    0.075    0.000 {built-in method torch.stack}
    29332    0.072    0.000    0.107    0.000 /vision/torchvision/transforms/functional_tensor.py:24(get_dimensions)
     5000    0.072    0.000    0.626    0.000 /vision/torchvision/transforms/transforms.py:696(forward)
    22748    0.070    0.000    0.070    0.000 {method 'uniform_' of 'torch._C._TensorBase' objects}
     1038    0.066    0.000    0.077    0.000 /vision/torchvision/transforms/functional_tensor.py:774(invert)
    18520    0.065    0.000    0.065    0.000 {method 'view' of 'torch._C._TensorBase' objects}
     5000    0.063    0.000   11.512    0.002 /vision/torchvision/transforms/transforms.py:93(__call__)
    23579    0.057    0.000    0.057    0.000 {built-in method torch.empty}
     6858    0.057    0.000    0.057    0.000 {built-in method torch.nn.functional.pad}
     5000    0.053    0.000    0.065    0.000 /vision/torchvision/prototype/features/_feature.py:73(__torch_function__)
    56374    0.051    0.000    0.051    0.000 {built-in method torch._C._log_api_usage_once}
    10000    0.048    0.000    0.048    0.000 {built-in method torch.log}
