         3474167 function calls (3473829 primitive calls) in 6.142 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
     2000    1.558    0.001    1.558    0.001 {method 'resize' of 'ImagingCore' objects}
     2000    0.514    0.000    0.514    0.000 {method 'sub_' of 'torch._C._TensorBase' objects}
     2000    0.437    0.000    0.437    0.000 {method 'div_' of 'torch._C._TensorBase' objects}
      309    0.329    0.001    0.329    0.001 {method 'transform2' of 'ImagingCore' objects}
     4000    0.226    0.000    0.226    0.000 {method 'clone' of 'torch._C._TensorBase' objects}
     2000    0.156    0.000    0.256    0.000 /vision/torchvision/transforms/functional_tensor.py:68(convert_image_dtype)
     1648    0.139    0.000    0.139    0.000 {method 'point' of 'ImagingCore' objects}
      500    0.137    0.000    0.137    0.000 {built-in method PIL._imaging.blend}
      902    0.122    0.000    0.480    0.001 /usr/local/lib/python3.8/dist-packages/Pillow-9.2.0-py3.8-linux-x86_64.egg/PIL/ImageOps.py:355(equalize)
  1275822    0.112    0.000    0.112    0.000 {built-in method builtins.round}
     1166    0.103    0.000    0.103    0.000 {method 'histogram' of 'ImagingCore' objects}
     1648    0.103    0.000    0.210    0.000 /usr/local/lib/python3.8/dist-packages/Pillow-9.2.0-py3.8-linux-x86_64.egg/PIL/Image.py:1723(<listcomp>)
    14000    0.087    0.000    0.087    0.000 {built-in method torch.tensor}
     2000    0.082    0.000    1.643    0.001 /vision/torchvision/transforms/autoaugment.py:255(forward)
     2000    0.080    0.000    0.080    0.000 {method 'to' of 'torch._C._TensorBase' objects}
     2000    0.071    0.000    0.071    0.000 {method 'transpose' of 'ImagingCore' objects}
     2000    0.064    0.000    0.177    0.000 /vision/torchvision/transforms/functional_tensor.py:938(erase)
     2000    0.064    0.000    0.064    0.000 {method 'crop' of 'ImagingCore' objects}
    12000    0.058    0.000    0.058    0.000 {built-in method torch.randint}
  1032422    0.057    0.000    0.057    0.000 {method 'append' of 'list' objects}
     6000    0.056    0.000    0.056    0.000 {method 'encode' of 'ImagingEncoder' objects}
    20000    0.055    0.000    0.055    0.000 {built-in method torch.linspace}
     2000    0.053    0.000    0.149    0.000 /vision/torchvision/transforms/transforms.py:1656(get_params)
     2000    0.051    0.000    0.177    0.000 /vision/torchvision/transforms/autoaugment.py:223(_augmentation_space)
    24496    0.044    0.000    0.076    0.000 /vision/torchvision/utils.py:538(_log_api_usage_once)
    12000    0.044    0.000    5.624    0.000 /usr/local/lib/python3.8/dist-packages/torch/nn/modules/module.py:1184(_call_impl)
     2000    0.041    0.000    1.151    0.001 /vision/torchvision/transforms/functional_tensor.py:912(normalize)
     2000    0.041    0.000    0.169    0.000 /vision/torchvision/transforms/transforms.py:910(get_params)
