         1584158 function calls (1559029 primitive calls) in 3.784 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
     2000    0.385    0.000    0.385    0.000 {built-in method torch._C._nn._upsample_bilinear2d_aa}
      309    0.274    0.001    0.274    0.001 {built-in method torch.grid_sampler}
11909/9909    0.225    0.000    0.249    0.000 {method 'to' of 'torch._C._TensorBase' objects}
     2000    0.092    0.000    1.320    0.001 /vision/torchvision/prototype/transforms/_auto_augment.py:284(forward)
4078/4039    0.091    0.000    0.092    0.000 {method 'clone' of 'torch._C._TensorBase' objects}
     4000    0.082    0.000    0.605    0.000 /vision/torchvision/prototype/transforms/_transform.py:71(forward)
1499/1199    0.080    0.000    0.082    0.000 {built-in method torch.where}
4000/2000    0.079    0.000    0.091    0.000 {method 'flip' of 'torch._C._TensorBase' objects}
    16747    0.072    0.000    0.387    0.000 /vision/torchvision/prototype/features/_feature.py:64(__torch_function__)
     2000    0.069    0.000    0.116    0.000 /vision/torchvision/transforms/functional_tensor.py:938(erase)
     2000    0.065    0.000    0.182    0.000 /vision/torchvision/prototype/transforms/_augment.py:48(_get_params)
     2000    0.062    0.000    0.062    0.000 {method 'div' of 'torch._C._TensorBase' objects}
    10000    0.062    0.000    0.062    0.000 {built-in method torch.randint}
      454    0.058    0.000    0.082    0.000 /vision/torchvision/transforms/functional_tensor.py:150(rgb_to_grayscale)
     8802    0.057    0.000    0.057    0.000 {built-in method torch.rand}
      899    0.056    0.000    0.056    0.000 {method 'scatter_add_' of 'torch._C._TensorBase' objects}
12242/11034    0.053    0.000    0.058    0.000 {method 'view' of 'torch._C._TensorBase' objects}
      899    0.051    0.000    0.335    0.000 /vision/torchvision/prototype/transforms/functional/_color.py:186(_equalize_image_tensor_vec)
     2000    0.047    0.000    0.172    0.000 /vision/torchvision/prototype/transforms/_geometry.py:107(_get_params)
     3798    0.047    0.000    0.047    0.000 {method 'div_' of 'torch._C._TensorBase' objects}
     5058    0.047    0.000    0.047    0.000 {built-in method torch.tensor}
16000/2000    0.046    0.000    3.512    0.002 /usr/local/lib/python3.8/dist-packages/torch/nn/modules/module.py:1268(_call_impl)
    12487    0.046    0.000    0.046    0.000 {method 'as_subclass' of 'torch._C._TensorBase' objects}
     2000    0.044    0.000    0.200    0.000 /vision/torchvision/transforms/functional_tensor.py:912(normalize)
     1798    0.043    0.000    0.043    0.000 {method 'gather' of 'torch._C._TensorBase' objects}
     2000    0.041    0.000    0.151    0.000 /usr/lib/python3.8/traceback.py:321(extract)
     2348    0.041    0.000    0.041    0.000 {built-in method torch.round}
     9064    0.039    0.000    0.039    0.000 {method 'uniform_' of 'torch._C._TensorBase' objects}
    10000    0.038    0.000    0.038    0.000 {built-in method posix.stat}
     9373    0.037    0.000    0.037    0.000 {built-in method torch.empty}
     2000    0.033    0.000    0.058    0.000 /usr/lib/python3.8/traceback.py:388(format)
   197060    0.033    0.000    0.033    0.000 {built-in method builtins.isinstance}
     2000    0.032    0.000    3.504    0.002 /vision/torchvision/prototype/transforms/_container.py:15(forward)
     2899    0.031    0.000    0.031    0.000 {method 'sub_' of 'torch._C._TensorBase' objects}
     8000    0.027    0.000    1.490    0.000 /vision/torchvision/prototype/transforms/_transform.py:35(forward)
     9656    0.026    0.000    0.047    0.000 /vision/torchvision/transforms/functional_tensor.py:24(get_dimensions)
      493    0.024    0.000    0.075    0.000 /vision/torchvision/transforms/functional_tensor.py:264(_blend)
     4000    0.023    0.000    0.023    0.000 {built-in method torch.as_tensor}
      532    0.022    0.000    0.022    0.000 {method 'mul' of 'torch._C._TensorBase' objects}
    16743    0.022    0.000    0.022    0.000 /vision/torchvision/prototype/features/_feature.py:135(shape)
     4532    0.021    0.000    0.021    0.000 {built-in method torch.exp}
     2000    0.019    0.000    0.207    0.000 /vision/torchvision/transforms/functional_tensor.py:68(convert_image_dtype)
    16000    0.019    0.000    0.019    0.000 {built-in method torch._C._get_tracing_state}
    17774    0.018    0.000    0.018    0.000 /vision/torchvision/prototype/features/_feature.py:140(ndim)
10670/7335    0.018    0.000    0.034    0.000 {method 'is_floating_point' of 'torch._C._TensorBase' objects}
    17064    0.017    0.000    0.017    0.000 {method 'item' of 'torch._C._TensorBase' objects}
    14000    0.017    0.000    0.023    0.000 /usr/local/lib/python3.8/dist-packages/torch/utils/_pytree.py:112(__init__)
     2000    0.016    0.000    0.064    0.000 /vision/torchvision/transforms/functional_tensor.py:132(crop)
    14000    0.015    0.000    0.087    0.000 /usr/local/lib/python3.8/dist-packages/torch/utils/_pytree.py:139(tree_flatten)
    14000    0.015    0.000    0.021    0.000 /usr/local/lib/python3.8/dist-packages/torch/utils/_pytree.py:161(tree_unflatten)
    16000    0.015    0.000    0.031    0.000 /vision/torchvision/prototype/transforms/_utils.py:113(_isinstance)
    54000    0.015    0.000    0.037    0.000 /usr/lib/python3.8/traceback.py:285(line)
      899    0.014    0.000    0.014    0.000 {built-in method torch.cat}
    14000    0.014    0.000    0.037    0.000 /usr/local/lib/python3.8/dist-packages/torch/utils/_pytree.py:132(__init__)
     1494    0.014    0.000    0.014    0.000 {method 'clamp' of 'torch._C._TensorBase' objects}
     2000    0.014    0.000    0.620    0.000 /vision/torchvision/prototype/transforms/functional/_geometry.py:114(resize_image_tensor)
      542    0.014    0.000    0.014    0.000 {method 'sub' of 'torch._C._TensorBase' objects}
      300    0.014    0.000    0.014    0.000 {method 'ge' of 'torch._C._TensorBase' objects}
      618    0.014    0.000    0.014    0.000 {method 'copy_' of 'torch._C._TensorBase' objects}
     4000    0.013    0.000    0.037    0.000 /vision/torchvision/prototype/features/_image.py:105(spatial_size)
     2000    0.013    0.000    0.572    0.000 /vision/torchvision/transforms/functional_tensor.py:447(resize)
    36000    0.013    0.000    0.013    0.000 {method 'format' of 'str' objects}
   122426    0.013    0.000    0.013    0.000 {built-in method builtins.len}
     2000    0.013    0.000    0.403    0.000 /usr/local/lib/python3.8/dist-packages/torch/nn/functional.py:3765(interpolate)
    14000    0.013    0.000    0.034    0.000 /usr/local/lib/python3.8/dist-packages/torch/utils/_pytree.py:102(_is_leaf)
     2000    0.012    0.000    0.012    0.000 {method 'any' of 'torch._C._TensorBase' objects}
     8000    0.012    0.000    1.223    0.000 /vision/torchvision/prototype/transforms/_transform.py:42(<listcomp>)
       39    0.012    0.000    0.012    0.000 {built-in method torch.conv2d}
      309    0.012    0.000    0.012    0.000 {method 'bmm' of 'torch._C._TensorBase' objects}
      309    0.012    0.000    0.057    0.000 /vision/torchvision/transforms/functional_tensor.py:581(_gen_affine_grid)
    14000    0.012    0.000    0.013    0.000 /usr/local/lib/python3.8/dist-packages/torch/utils/_pytree.py:86(_is_namedtuple_instance)
