         3474167 function calls (3473829 primitive calls) in 6.109 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
     2000    1.542    0.001    1.542    0.001 {method 'resize' of 'ImagingCore' objects}
     2000    0.514    0.000    0.514    0.000 {method 'sub_' of 'torch._C._TensorBase' objects}
     2000    0.436    0.000    0.436    0.000 {method 'div_' of 'torch._C._TensorBase' objects}
      309    0.330    0.001    0.330    0.001 {method 'transform2' of 'ImagingCore' objects}
     4000    0.244    0.000    0.244    0.000 {method 'clone' of 'torch._C._TensorBase' objects}
     2000    0.162    0.000    0.267    0.000 /vision/torchvision/transforms/functional_tensor.py:68(convert_image_dtype)
      500    0.138    0.000    0.138    0.000 {built-in method PIL._imaging.blend}
     1648    0.128    0.000    0.128    0.000 {method 'point' of 'ImagingCore' objects}
      902    0.115    0.000    0.461    0.001 /usr/local/lib/python3.8/dist-packages/Pillow-9.2.0-py3.8-linux-x86_64.egg/PIL/ImageOps.py:355(equalize)
  1275822    0.113    0.000    0.113    0.000 {built-in method builtins.round}
     1166    0.102    0.000    0.102    0.000 {method 'histogram' of 'ImagingCore' objects}
     1648    0.101    0.000    0.208    0.000 /usr/local/lib/python3.8/dist-packages/Pillow-9.2.0-py3.8-linux-x86_64.egg/PIL/Image.py:1723(<listcomp>)
    14000    0.088    0.000    0.088    0.000 {built-in method torch.tensor}
     2000    0.086    0.000    0.086    0.000 {method 'to' of 'torch._C._TensorBase' objects}
     2000    0.081    0.000    1.608    0.001 /vision/torchvision/transforms/autoaugment.py:255(forward)
     2000    0.071    0.000    0.071    0.000 {method 'transpose' of 'ImagingCore' objects}
     2000    0.063    0.000    0.184    0.000 /vision/torchvision/transforms/functional_tensor.py:938(erase)
     2000    0.060    0.000    0.060    0.000 {method 'crop' of 'ImagingCore' objects}
    12000    0.057    0.000    0.057    0.000 {built-in method torch.randint}
     6000    0.055    0.000    0.055    0.000 {method 'encode' of 'ImagingEncoder' objects}
    20000    0.054    0.000    0.054    0.000 {built-in method torch.linspace}
  1032422    0.051    0.000    0.051    0.000 {method 'append' of 'list' objects}
     2000    0.050    0.000    0.147    0.000 /vision/torchvision/transforms/transforms.py:1656(get_params)
     2000    0.049    0.000    0.172    0.000 /vision/torchvision/transforms/autoaugment.py:223(_augmentation_space)
    12000    0.044    0.000    5.594    0.000 /usr/local/lib/python3.8/dist-packages/torch/nn/modules/module.py:1184(_call_impl)
    24496    0.042    0.000    0.075    0.000 /vision/torchvision/utils.py:538(_log_api_usage_once)
     2000    0.042    0.000    1.162    0.001 /vision/torchvision/transforms/functional_tensor.py:912(normalize)
     6000    0.040    0.000    0.040    0.000 {built-in method torch.rand}
     2000    0.039    0.000    0.168    0.000 /vision/torchvision/transforms/transforms.py:910(get_params)
     2000    0.038    0.000    0.143    0.000 /usr/lib/python3.8/traceback.py:321(extract)
     2000    0.038    0.000    0.402    0.000 /vision/torchvision/transforms/transforms.py:1698(forward)
    10000    0.038    0.000    0.038    0.000 {built-in method posix.stat}
     2000    0.037    0.000    0.153    0.000 {built-in method numpy.array}
     2000    0.037    0.000    0.157    0.000 /vision/torchvision/transforms/transforms.py:696(forward)
     6000    0.036    0.000    0.036    0.000 {built-in method torch.as_tensor}
     9078    0.033    0.000    0.033    0.000 {method 'uniform_' of 'torch._C._TensorBase' objects}
