         2320696 function calls (2285979 primitive calls) in 6.793 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
     2000    1.540    0.001    1.540    0.001 {built-in method torch._C._nn._upsample_bilinear2d_aa}
15505/13505    0.543    0.000    0.589    0.000 {method 'to' of 'torch._C._TensorBase' objects}
     2697    0.485    0.000    0.891    0.000 /vision/torchvision/transforms/functional_tensor.py:870(_scale_channel)
      309    0.234    0.001    0.234    0.001 {built-in method torch.grid_sampler}
    97724    0.206    0.000    1.009    0.000 /vision/torchvision/prototype/features/_feature.py:71(__torch_function__)
4000/2000    0.201    0.000    0.209    0.000 {method 'flip' of 'torch._C._TensorBase' objects}
     2697    0.181    0.000    0.181    0.000 {built-in method torch.bincount}
4078/4039    0.172    0.000    0.173    0.000 {method 'clone' of 'torch._C._TensorBase' objects}
     2000    0.124    0.000    0.124    0.000 {method 'div' of 'torch._C._TensorBase' objects}
  600/300    0.109    0.000    0.110    0.000 {built-in method torch.where}
     2000    0.106    0.000    0.106    0.000 {method 'div_' of 'torch._C._TensorBase' objects}
     2348    0.100    0.000    0.100    0.000 {built-in method torch.round}
     2000    0.087    0.000    2.343    0.001 /vision/torchvision/prototype/transforms/_auto_augment.py:276(forward)
    10487    0.083    0.000    0.321    0.000 /vision/torchvision/prototype/features/_feature.py:42(new_like)
     4000    0.073    0.000    0.819    0.000 /vision/torchvision/prototype/transforms/_transform.py:66(forward)
      454    0.071    0.000    0.100    0.000 /vision/torchvision/transforms/functional_tensor.py:150(rgb_to_grayscale)
     2000    0.068    0.000    0.155    0.000 /vision/torchvision/transforms/functional_tensor.py:938(erase)
    10000    0.056    0.000    0.056    0.000 {built-in method torch.randint}
     2000    0.055    0.000    0.055    0.000 {method 'sub_' of 'torch._C._TensorBase' objects}
     2000    0.055    0.000    0.172    0.000 /vision/torchvision/prototype/transforms/_augment.py:48(_get_params)
     8802    0.054    0.000    0.054    0.000 {built-in method torch.rand}
    24974    0.051    0.000    0.051    0.000 {built-in method torch.as_tensor}
12242/11933    0.049    0.000    0.050    0.000 {method 'view' of 'torch._C._TensorBase' objects}
   299011    0.047    0.000    0.047    0.000 {built-in method builtins.isinstance}
     9656    0.043    0.000    0.103    0.000 /vision/torchvision/transforms/functional_tensor.py:24(get_dimensions)
    22404    0.043    0.000    0.081    0.000 /vision/torchvision/transforms/functional_tensor.py:9(_is_tensor_a_torch_image)
     5058    0.043    0.000    0.043    0.000 {built-in method torch.tensor}
    12487    0.043    0.000    0.043    0.000 {method 'as_subclass' of 'torch._C._TensorBase' objects}
     2000    0.042    0.000    0.335    0.000 /vision/torchvision/transforms/functional_tensor.py:912(normalize)
     3292    0.041    0.000    0.041    0.000 {method 'clamp' of 'torch._C._TensorBase' objects}
     2000    0.041    0.000    0.192    0.000 /vision/torchvision/prototype/transforms/_geometry.py:107(_get_params)
      493    0.041    0.000    0.142    0.000 /vision/torchvision/transforms/functional_tensor.py:264(_blend)
      532    0.040    0.000    0.040    0.000 {method 'mul' of 'torch._C._TensorBase' objects}
      300    0.039    0.000    0.039    0.000 {method 'ge' of 'torch._C._TensorBase' objects}
    10000    0.038    0.000    0.038    0.000 {built-in method posix.stat}
     2000    0.038    0.000    0.141    0.000 /usr/lib/python3.8/traceback.py:321(extract)
     8091    0.038    0.000    0.038    0.000 {built-in method torch.div}
    97724    0.037    0.000    0.087    0.000 {built-in method builtins.all}
     9064    0.037    0.000    0.037    0.000 {method 'uniform_' of 'torch._C._TensorBase' objects}
16000/2000    0.036    0.000    6.539    0.003 /usr/local/lib/python3.8/dist-packages/torch/nn/modules/module.py:1184(_call_impl)
      542    0.035    0.000    0.035    0.000 {method 'sub' of 'torch._C._TensorBase' objects}
    12000    0.035    0.000    3.968    0.000 /vision/torchvision/prototype/transforms/_transform.py:32(forward)
     9373    0.034    0.000    0.034    0.000 {built-in method torch.empty}
      309    0.033    0.000    0.033    0.000 {method 'bmm' of 'torch._C._TensorBase' objects}
   195448    0.032    0.000    0.050    0.000 /vision/torchvision/prototype/features/_feature.py:99(<genexpr>)
     2000    0.032    0.000    6.531    0.003 /vision/torchvision/prototype/transforms/_container.py:15(forward)
