         2991287 function calls (2960761 primitive calls) in 10.083 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
     5000    1.388    0.000    1.388    0.000 {built-in method torch._C._nn.upsample_bilinear2d}
     6522    1.165    0.000    2.137    0.000 /vision/torchvision/transforms/functional_tensor.py:875(_scale_channel)
    28354    1.137    0.000    1.137    0.000 {method 'to' of 'torch._C._TensorBase' objects}
      821    0.618    0.001    0.618    0.001 {built-in method torch.grid_sampler}
10000/5000    0.514    0.000    0.546    0.000 {method 'flip' of 'torch._C._TensorBase' objects}
     6522    0.435    0.000    0.435    0.000 {built-in method torch.bincount}
 1422/711    0.288    0.000    0.291    0.000 {built-in method torch.where}
     5922    0.252    0.000    0.252    0.000 {built-in method torch.round}
     5000    0.208    0.000    5.343    0.001 /vision/torchvision/prototype/transforms/_auto_augment.py:276(forward)
    31018    0.170    0.000    1.359    0.000 /vision/torchvision/prototype/features/_feature.py:73(__torch_function__)
     1093    0.165    0.000    0.219    0.000 /vision/torchvision/transforms/functional_tensor.py:150(rgb_to_grayscale)
     1295    0.105    0.000    0.105    0.000 {method 'mul' of 'torch._C._TensorBase' objects}
     7986    0.103    0.000    0.103    0.000 {method 'clamp' of 'torch._C._TensorBase' objects}
     5000    0.103    0.000    0.419    0.000 /vision/torchvision/prototype/transforms/_geometry.py:107(_get_params)
     1194    0.101    0.000    0.355    0.000 /vision/torchvision/transforms/functional_tensor.py:264(_blend)
20627/19806    0.095    0.000    0.098    0.000 {method 'view' of 'torch._C._TensorBase' objects}
    19566    0.094    0.000    0.094    0.000 {built-in method torch.div}
     5000    0.094    0.000    0.350    0.000 /usr/lib/python3.8/traceback.py:321(extract)
      711    0.094    0.000    0.094    0.000 {method 'ge' of 'torch._C._TensorBase' objects}
    25000    0.092    0.000    0.092    0.000 {built-in method posix.stat}
    15000    0.090    0.000    0.090    0.000 {built-in method torch.randint}
     5000    0.089    0.000    0.813    0.000 /vision/torchvision/prototype/transforms/_transform.py:66(forward)
    17015    0.087    0.000    0.087    0.000 {built-in method torch.rand}
     1317    0.086    0.000    0.086    0.000 {method 'sub' of 'torch._C._TensorBase' objects}
      821    0.085    0.000    0.085    0.000 {method 'bmm' of 'torch._C._TensorBase' objects}
     5000    0.074    0.000    0.132    0.000 /usr/lib/python3.8/traceback.py:388(format)
     2174    0.074    0.000    0.074    0.000 {built-in method torch.stack}
    16153    0.061    0.000    0.061    0.000 {method 'as_subclass' of 'torch._C._TensorBase' objects}
      101    0.059    0.001    0.059    0.001 {built-in method torch.conv2d}
     6522    0.058    0.000    0.058    0.000 {built-in method torch.nn.functional.pad}
    13515    0.057    0.000    0.057    0.000 {built-in method torch.empty}
