         1172079 function calls (1147866 primitive calls) in 4.974 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
     2000    0.556    0.000    0.556    0.000 {built-in method torch._C._nn.upsample_bilinear2d}
15436/13436    0.533    0.000    0.557    0.000 {method 'to' of 'torch._C._TensorBase' objects}
     2637    0.473    0.000    0.867    0.000 /vision/torchvision/transforms/functional_tensor.py:875(_scale_channel)
      322    0.246    0.001    0.246    0.001 {built-in method torch.grid_sampler}
4000/2000    0.208    0.000    0.220    0.000 {method 'flip' of 'torch._C._TensorBase' objects}
     2637    0.178    0.000    0.178    0.000 {built-in method torch.bincount}
4074/4037    0.170    0.000    0.171    0.000 {method 'clone' of 'torch._C._TensorBase' objects}
     2000    0.124    0.000    0.124    0.000 {method 'div' of 'torch._C._TensorBase' objects}
  532/266    0.112    0.000    0.114    0.000 {built-in method torch.where}
     2000    0.107    0.000    0.107    0.000 {method 'div_' of 'torch._C._TensorBase' objects}
     2359    0.100    0.000    0.100    0.000 {built-in method torch.round}
     2000    0.085    0.000    2.141    0.001 /vision/torchvision/prototype/transforms/_auto_augment.py:276(forward)
    18443    0.084    0.000    0.774    0.000 /vision/torchvision/prototype/features/_feature.py:73(__torch_function__)
     4000    0.070    0.000    0.741    0.000 /vision/torchvision/prototype/transforms/_transform.py:66(forward)
      462    0.070    0.000    0.092    0.000 /vision/torchvision/transforms/functional_tensor.py:150(rgb_to_grayscale)
     2000    0.066    0.000    0.153    0.000 /vision/torchvision/transforms/functional_tensor.py:943(erase)
     2000    0.055    0.000    0.055    0.000 {method 'sub_' of 'torch._C._TensorBase' objects}
     2000    0.055    0.000    0.171    0.000 /vision/torchvision/prototype/transforms/_augment.py:48(_get_params)
    10000    0.052    0.000    0.052    0.000 {built-in method torch.randint}
     8821    0.050    0.000    0.050    0.000 {built-in method torch.rand}
12247/11925    0.048    0.000    0.049    0.000 {method 'view' of 'torch._C._TensorBase' objects}
    12491    0.044    0.000    0.044    0.000 {method 'as_subclass' of 'torch._C._TensorBase' objects}
     5072    0.043    0.000    0.043    0.000 {built-in method torch.tensor}
      536    0.041    0.000    0.041    0.000 {method 'mul' of 'torch._C._TensorBase' objects}
     2000    0.041    0.000    0.335    0.000 /vision/torchvision/transforms/functional_tensor.py:917(normalize)
