         3474167 function calls (3473829 primitive calls) in 5.575 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
     2000    1.645    0.001    1.645    0.001 {method 'resize' of 'ImagingCore' objects}
      309    0.339    0.001    0.339    0.001 {method 'transform2' of 'ImagingCore' objects}
     2000    0.171    0.000    0.171    0.000 {method 'sub_' of 'torch._C._TensorBase' objects}
      500    0.142    0.000    0.142    0.000 {built-in method PIL._imaging.blend}
     2000    0.140    0.000    0.140    0.000 {method 'to' of 'torch._C._TensorBase' objects}
     1648    0.133    0.000    0.133    0.000 {method 'point' of 'ImagingCore' objects}
     2000    0.133    0.000    0.133    0.000 {method 'div_' of 'torch._C._TensorBase' objects}
     4000    0.130    0.000    0.130    0.000 {method 'clone' of 'torch._C._TensorBase' objects}
      902    0.118    0.000    0.479    0.001 /usr/local/lib/python3.8/dist-packages/Pillow-9.2.0-py3.8-linux-x86_64.egg/PIL/ImageOps.py:355(equalize)
  1275822    0.117    0.000    0.117    0.000 {built-in method builtins.round}
     1166    0.108    0.000    0.108    0.000 {method 'histogram' of 'ImagingCore' objects}
     1648    0.106    0.000    0.217    0.000 /usr/local/lib/python3.8/dist-packages/Pillow-9.2.0-py3.8-linux-x86_64.egg/PIL/Image.py:1723(<listcomp>)
     2000    0.102    0.000    0.262    0.000 /vision/torchvision/transforms/functional_tensor.py:68(convert_image_dtype)
    14000    0.089    0.000    0.089    0.000 {built-in method torch.tensor}
     2000    0.085    0.000    1.679    0.001 /vision/torchvision/transforms/autoaugment.py:255(forward)
     2000    0.075    0.000    0.075    0.000 {method 'transpose' of 'ImagingCore' objects}
     2000    0.067    0.000    0.067    0.000 {method 'crop' of 'ImagingCore' objects}
    20000    0.063    0.000    0.063    0.000 {built-in method torch.linspace}
     2000    0.062    0.000    0.127    0.000 /vision/torchvision/transforms/functional_tensor.py:938(erase)
    12000    0.060    0.000    0.060    0.000 {built-in method torch.randint}
     6000    0.057    0.000    0.057    0.000 {method 'encode' of 'ImagingEncoder' objects}
     2000    0.056    0.000    0.156    0.000 /vision/torchvision/transforms/transforms.py:1656(get_params)
  1032422    0.055    0.000    0.055    0.000 {method 'append' of 'list' objects}
     2000    0.052    0.000    0.190    0.000 /vision/torchvision/transforms/autoaugment.py:223(_augmentation_space)
    12000    0.045    0.000    5.041    0.000 /usr/local/lib/python3.8/dist-packages/torch/nn/modules/module.py:1184(_call_impl)
    24496    0.044    0.000    0.079    0.000 /vision/torchvision/utils.py:538(_log_api_usage_once)
     2000    0.042    0.000    0.173    0.000 /vision/torchvision/transforms/transforms.py:910(get_params)
     2000    0.042    0.000    0.461    0.000 /vision/torchvision/transforms/functional_tensor.py:912(normalize)
     2000    0.041    0.000    0.148    0.000 /usr/lib/python3.8/traceback.py:321(extract)
     6000    0.041    0.000    0.041    0.000 {built-in method torch.rand}
     2000    0.039    0.000    0.358    0.000 /vision/torchvision/transforms/transforms.py:1698(forward)
     2000    0.039    0.000    0.158    0.000 {built-in method numpy.array}
     2000    0.038    0.000    0.163    0.000 /vision/torchvision/transforms/transforms.py:696(forward)
    10000    0.037    0.000    0.037    0.000 {built-in method posix.stat}
     6000    0.037    0.000    0.037    0.000 {built-in method torch.as_tensor}
     9078    0.033    0.000    0.033    0.000 {method 'uniform_' of 'torch._C._TensorBase' objects}
       39    0.033    0.001    0.033    0.001 {method 'filter' of 'ImagingCore' objects}
     2000    0.032    0.000    0.057    0.000 /usr/lib/python3.8/traceback.py:388(format)
     2000    0.032    0.000    5.306    0.003 /vision/torchvision/transforms/transforms.py:93(__call__)
     6000    0.025    0.000    0.025    0.000 {method 'view' of 'torch._C._TensorBase' objects}
    24496    0.024    0.000    0.024    0.000 {built-in method torch._C._log_api_usage_once}
     9078    0.024    0.000    0.024    0.000 {built-in method torch.empty}
      922    0.023    0.000    0.023    0.000 {method 'convert' of 'ImagingCore' objects}
     4000    0.023    0.000    0.023    0.000 {built-in method torch.log}
     9580    0.022    0.000    0.034    0.000 /usr/local/lib/python3.8/dist-packages/Pillow-9.2.0-py3.8-linux-x86_64.egg/PIL/Image.py:531(_new)
