         1715037 function calls (1687908 primitive calls) in 4.126 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
     2000    0.383    0.000    0.383    0.000 {built-in method torch._C._nn._upsample_bilinear2d_aa}
15505/13505    0.291    0.000    0.316    0.000 {method 'to' of 'torch._C._TensorBase' objects}
      309    0.277    0.001    0.277    0.001 {built-in method torch.grid_sampler}
     2697    0.246    0.000    0.626    0.000 /vision/torchvision/transforms/functional_tensor.py:870(_scale_channel)
     2697    0.150    0.000    0.150    0.000 {built-in method torch.bincount}
4078/4039    0.095    0.000    0.096    0.000 {method 'clone' of 'torch._C._TensorBase' objects}
     2000    0.092    0.000    1.675    0.001 /vision/torchvision/prototype/transforms/_auto_augment.py:277(forward)
4000/2000    0.080    0.000    0.093    0.000 {method 'flip' of 'torch._C._TensorBase' objects}
    16747    0.075    0.000    0.395    0.000 /vision/torchvision/prototype/features/_feature.py:67(__torch_function__)
     4000    0.075    0.000    0.608    0.000 /vision/torchvision/prototype/transforms/_transform.py:66(forward)
     2000    0.067    0.000    0.117    0.000 /vision/torchvision/transforms/functional_tensor.py:938(erase)
     2000    0.066    0.000    0.066    0.000 {method 'div' of 'torch._C._TensorBase' objects}
14939/13731    0.065    0.000    0.069    0.000 {method 'view' of 'torch._C._TensorBase' objects}
     2000    0.061    0.000    0.185    0.000 /vision/torchvision/prototype/transforms/_augment.py:48(_get_params)
    10000    0.056    0.000    0.056    0.000 {built-in method torch.randint}
      454    0.055    0.000    0.076    0.000 /vision/torchvision/transforms/functional_tensor.py:150(rgb_to_grayscale)
     8802    0.050    0.000    0.050    0.000 {built-in method torch.rand}
    12487    0.046    0.000    0.046    0.000 {method 'as_subclass' of 'torch._C._TensorBase' objects}
     5058    0.046    0.000    0.046    0.000 {built-in method torch.tensor}
     1798    0.045    0.000    0.045    0.000 {built-in method torch.stack}
     2000    0.043    0.000    0.169    0.000 /vision/torchvision/prototype/transforms/_geometry.py:107(_get_params)
     2000    0.042    0.000    0.200    0.000 /vision/torchvision/transforms/functional_tensor.py:912(normalize)
     2000    0.041    0.000    0.149    0.000 /usr/lib/python3.8/traceback.py:321(extract)
     2348    0.040    0.000    0.040    0.000 {built-in method torch.round}
     9064    0.038    0.000    0.038    0.000 {method 'uniform_' of 'torch._C._TensorBase' objects}
    10000    0.038    0.000    0.038    0.000 {built-in method posix.stat}
     8091    0.038    0.000    0.038    0.000 {built-in method torch.div}
16000/2000    0.037    0.000    3.858    0.002 /usr/local/lib/python3.8/dist-packages/torch/nn/modules/module.py:1184(_call_impl)
    12000    0.036    0.000    1.951    0.000 /vision/torchvision/prototype/transforms/_transform.py:32(forward)
     9373    0.036    0.000    0.036    0.000 {built-in method torch.empty}
     2000    0.034    0.000    0.034    0.000 {method 'div_' of 'torch._C._TensorBase' objects}
   197060    0.033    0.000    0.033    0.000 {built-in method builtins.isinstance}
     2000    0.033    0.000    0.058    0.000 /usr/lib/python3.8/traceback.py:388(format)
     2000    0.032    0.000    3.850    0.002 /vision/torchvision/prototype/transforms/_container.py:15(forward)
24000/22000    0.029    0.000    0.143    0.000 /usr/local/lib/python3.8/dist-packages/torch/utils/_pytree.py:139(tree_flatten)
     2697    0.028    0.000    0.028    0.000 {built-in method torch.nn.functional.pad}
  600/300    0.028    0.000    0.029    0.000 {built-in method torch.where}
    24000    0.027    0.000    0.037    0.000 /usr/local/lib/python3.8/dist-packages/torch/utils/_pytree.py:112(__init__)
     3292    0.026    0.000    0.026    0.000 {method 'clamp' of 'torch._C._TensorBase' objects}
     2000    0.026    0.000    0.026    0.000 {method 'sub_' of 'torch._C._TensorBase' objects}
     9656    0.023    0.000    0.037    0.000 /vision/torchvision/transforms/functional_tensor.py:24(get_dimensions)
      493    0.023    0.000    0.072    0.000 /vision/torchvision/transforms/functional_tensor.py:264(_blend)
      532    0.023    0.000    0.023    0.000 {method 'mul' of 'torch._C._TensorBase' objects}
     4000    0.022    0.000    0.022    0.000 {built-in method torch.as_tensor}
     4532    0.020    0.000    0.020    0.000 {built-in method torch.exp}
    16899    0.020    0.000    0.020    0.000 {built-in method torch._C._get_tracing_state}
    22000    0.020    0.000    0.055    0.000 /usr/local/lib/python3.8/dist-packages/torch/utils/_pytree.py:132(__init__)
    24000    0.019    0.000    0.053    0.000 /usr/local/lib/python3.8/dist-packages/torch/utils/_pytree.py:102(_is_leaf)
    26000    0.019    0.000    0.022    0.000 /usr/local/lib/python3.8/dist-packages/torch/utils/_pytree.py:86(_is_namedtuple_instance)
    12000    0.019    0.000    1.470    0.000 /vision/torchvision/prototype/transforms/_transform.py:38(<listcomp>)
     2000    0.019    0.000    0.207    0.000 /vision/torchvision/transforms/functional_tensor.py:68(convert_image_dtype)
10670/7335    0.018    0.000    0.035    0.000 {method 'is_floating_point' of 'torch._C._TensorBase' objects}
    17064    0.018    0.000    0.018    0.000 {method 'item' of 'torch._C._TensorBase' objects}
      899    0.016    0.000    0.642    0.001 /vision/torchvision/transforms/functional_tensor.py:892(<listcomp>)
     2736    0.016    0.000    0.016    0.000 {method 'sum' of 'torch._C._TensorBase' objects}
     2000    0.016    0.000    0.058    0.000 /vision/torchvision/transforms/functional_tensor.py:132(crop)
    16000    0.015    0.000    0.032    0.000 /vision/torchvision/prototype/transforms/_utils.py:101(_isinstance)
     2697    0.015    0.000    0.015    0.000 {built-in method torch.cumsum}
