         3856936 function calls (3836598 primitive calls) in 5.710 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
     2000    1.641    0.001    1.641    0.001 {method 'resize' of 'ImagingCore' objects}
      309    0.336    0.001    0.336    0.001 {method 'transform2' of 'ImagingCore' objects}
     2000    0.164    0.000    0.164    0.000 {method 'sub_' of 'torch._C._TensorBase' objects}
4000/2000    0.150    0.000    0.175    0.000 {method 'to' of 'torch._C._TensorBase' objects}
      493    0.146    0.000    0.146    0.000 {built-in method PIL._imaging.blend}
     1646    0.133    0.000    0.133    0.000 {method 'point' of 'ImagingCore' objects}
     2000    0.127    0.000    0.127    0.000 {method 'div_' of 'torch._C._TensorBase' objects}
     4000    0.120    0.000    0.120    0.000 {method 'clone' of 'torch._C._TensorBase' objects}
      899    0.119    0.000    0.482    0.001 /usr/local/lib/python3.8/dist-packages/Pillow-9.2.0-py3.8-linux-x86_64.egg/PIL/ImageOps.py:355(equalize)
  1274272    0.119    0.000    0.119    0.000 {built-in method builtins.round}
     1163    0.108    0.000    0.108    0.000 {method 'histogram' of 'ImagingCore' objects}
     1646    0.105    0.000    0.218    0.000 /usr/local/lib/python3.8/dist-packages/Pillow-9.2.0-py3.8-linux-x86_64.egg/PIL/Image.py:1723(<listcomp>)
     2000    0.087    0.000    1.518    0.001 /vision/torchvision/prototype/transforms/_auto_augment.py:277(forward)
     2000    0.087    0.000    0.087    0.000 {method 'div' of 'torch._C._TensorBase' objects}
     4000    0.082    0.000    0.607    0.000 /vision/torchvision/prototype/transforms/_transform.py:66(forward)
     2000    0.076    0.000    0.076    0.000 {method 'transpose' of 'ImagingCore' objects}
     2000    0.066    0.000    0.066    0.000 {method 'crop' of 'ImagingCore' objects}
     2000    0.063    0.000    0.124    0.000 /vision/torchvision/transforms/functional_tensor.py:938(erase)
     2000    0.063    0.000    0.191    0.000 /vision/torchvision/prototype/transforms/_augment.py:48(_get_params)
    10000    0.056    0.000    0.056    0.000 {built-in method torch.randint}
  1034374    0.056    0.000    0.056    0.000 {method 'append' of 'list' objects}
     6000    0.056    0.000    0.056    0.000 {method 'encode' of 'ImagingEncoder' objects}
     8802    0.055    0.000    0.055    0.000 {built-in method torch.rand}
     8000    0.045    0.000    0.045    0.000 {built-in method torch.as_tensor}
     2000    0.045    0.000    0.449    0.000 /vision/torchvision/transforms/functional_tensor.py:912(normalize)
     2000    0.044    0.000    0.167    0.000 /vision/torchvision/prototype/transforms/_geometry.py:107(_get_params)
     2000    0.041    0.000    0.150    0.000 /usr/lib/python3.8/traceback.py:321(extract)
16000/2000    0.039    0.000    5.440    0.003 /usr/local/lib/python3.8/dist-packages/torch/nn/modules/module.py:1184(_call_impl)
     9064    0.039    0.000    0.039    0.000 {method 'uniform_' of 'torch._C._TensorBase' objects}
     2000    0.038    0.000    0.156    0.000 {built-in method numpy.array}
    10000    0.037    0.000    0.037    0.000 {built-in method posix.stat}
     4000    0.036    0.000    0.036    0.000 {built-in method torch.tensor}
     9064    0.035    0.000    0.035    0.000 {built-in method torch.empty}
    12000    0.035    0.000    3.673    0.000 /vision/torchvision/prototype/transforms/_transform.py:32(forward)
       39    0.033    0.001    0.033    0.001 {method 'filter' of 'ImagingCore' objects}
   204107    0.033    0.000    0.033    0.000 {built-in method builtins.isinstance}
     2000    0.032    0.000    0.057    0.000 /usr/lib/python3.8/traceback.py:388(format)
     2000    0.031    0.000    5.432    0.003 /vision/torchvision/prototype/transforms/_container.py:15(forward)
     8000    0.030    0.000    0.030    0.000 {method 'as_subclass' of 'torch._C._TensorBase' objects}
24000/22000    0.029    0.000    0.143    0.000 /usr/local/lib/python3.8/dist-packages/torch/utils/_pytree.py:139(tree_flatten)
    24000    0.029    0.000    0.039    0.000 /usr/local/lib/python3.8/dist-packages/torch/utils/_pytree.py:112(__init__)
     6000    0.026    0.000    0.026    0.000 {method 'view' of 'torch._C._TensorBase' objects}
