         1269905 function calls (1243829 primitive calls) in 6.037 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
     2000    1.477    0.001    1.477    0.001 {built-in method torch._C._nn._upsample_bilinear2d_aa}
15251/13251    0.528    0.000    0.552    0.000 {method 'to' of 'torch._C._TensorBase' objects}
     2628    0.478    0.000    0.875    0.000 /vision/torchvision/transforms/functional_tensor.py:875(_scale_channel)
      309    0.236    0.001    0.236    0.001 {built-in method torch.grid_sampler}
4000/2000    0.206    0.000    0.220    0.000 {method 'flip' of 'torch._C._TensorBase' objects}
     2628    0.178    0.000    0.178    0.000 {built-in method torch.bincount}
4062/4031    0.173    0.000    0.173    0.000 {method 'clone' of 'torch._C._TensorBase' objects}
    59364    0.135    0.000    0.135    0.000 {method 'as_subclass' of 'torch._C._TensorBase' objects}
     2000    0.125    0.000    0.125    0.000 {method 'div' of 'torch._C._TensorBase' objects}
     2000    0.108    0.000    0.108    0.000 {method 'div_' of 'torch._C._TensorBase' objects}
  586/293    0.101    0.000    0.102    0.000 {built-in method torch.where}
     2340    0.099    0.000    0.099    0.000 {built-in method torch.round}
    18305    0.084    0.000    0.762    0.000 /vision/torchvision/prototype/features/_feature.py:74(__torch_function__)
     2000    0.083    0.000    2.168    0.001 /vision/torchvision/prototype/transforms/_auto_augment.py:276(forward)
     4000    0.071    0.000    0.759    0.000 /vision/torchvision/prototype/transforms/_transform.py:66(forward)
     2000    0.067    0.000    0.157    0.000 /vision/torchvision/transforms/functional_tensor.py:943(erase)
      430    0.066    0.000    0.093    0.000 /vision/torchvision/transforms/functional_tensor.py:150(rgb_to_grayscale)
     2000    0.056    0.000    0.056    0.000 {method 'sub_' of 'torch._C._TensorBase' objects}
     2000    0.053    0.000    0.171    0.000 /vision/torchvision/prototype/transforms/_augment.py:48(_get_params)
    10000    0.053    0.000    0.053    0.000 {built-in method torch.randint}
     8770    0.051    0.000    0.051    0.000 {built-in method torch.rand}
12173/11864    0.048    0.000    0.049    0.000 {method 'view' of 'torch._C._TensorBase' objects}
     2000    0.044    0.000    0.341    0.000 /vision/torchvision/transforms/functional_tensor.py:917(normalize)
     5052    0.043    0.000    0.043    0.000 {built-in method torch.tensor}
