         1516944 function calls (1516742 primitive calls) in 2.868 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
     1000    0.762    0.001    0.762    0.001 {method 'resize' of 'ImagingCore' objects}
     1000    0.254    0.000    0.254    0.000 {method 'sub_' of 'torch._C._TensorBase' objects}
     1000    0.216    0.000    0.216    0.000 {method 'div_' of 'torch._C._TensorBase' objects}
      161    0.169    0.001    0.169    0.001 {method 'transform2' of 'ImagingCore' objects}
     2000    0.099    0.000    0.099    0.000 {method 'clone' of 'torch._C._TensorBase' objects}
      269    0.077    0.000    0.077    0.000 {built-in method PIL._imaging.blend}
     1000    0.073    0.000    0.120    0.000 /vision/torchvision/transforms/functional_tensor.py:68(convert_image_dtype)
      838    0.068    0.000    0.068    0.000 {method 'point' of 'ImagingCore' objects}
      460    0.057    0.000    0.234    0.001 /usr/local/lib/python3.8/dist-packages/Pillow-9.2.0-py3.8-linux-x86_64.egg/PIL/ImageOps.py:355(equalize)
   648724    0.056    0.000    0.056    0.000 {built-in method builtins.round}
      614    0.053    0.000    0.053    0.000 {method 'histogram' of 'ImagingCore' objects}
      838    0.049    0.000    0.102    0.000 /usr/local/lib/python3.8/dist-packages/Pillow-9.2.0-py3.8-linux-x86_64.egg/PIL/Image.py:1723(<listcomp>)
     1000    0.040    0.000    0.817    0.001 /vision/torchvision/transforms/autoaugment.py:255(forward)
     7000    0.040    0.000    0.040    0.000 {built-in method torch.tensor}
     1000    0.038    0.000    0.038    0.000 {method 'to' of 'torch._C._TensorBase' objects}
     1000    0.036    0.000    0.036    0.000 {method 'transpose' of 'ImagingCore' objects}
     1000    0.031    0.000    0.085    0.000 /vision/torchvision/transforms/functional_tensor.py:944(erase)
     1000    0.028    0.000    0.028    0.000 {method 'crop' of 'ImagingCore' objects}
     3000    0.028    0.000    0.028    0.000 {method 'encode' of 'ImagingEncoder' objects}
    10000    0.028    0.000    0.028    0.000 {built-in method torch.linspace}
     6000    0.027    0.000    0.027    0.000 {built-in method torch.randint}
     1000    0.025    0.000    0.071    0.000 /vision/torchvision/transforms/transforms.py:1656(get_params)
