         3474167 function calls (3473829 primitive calls) in 5.652 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
     2000    1.649    0.001    1.649    0.001 {method 'resize' of 'ImagingCore' objects}
      309    0.337    0.001    0.337    0.001 {method 'transform2' of 'ImagingCore' objects}
     2000    0.166    0.000    0.166    0.000 {method 'sub_' of 'torch._C._TensorBase' objects}
     1648    0.146    0.000    0.146    0.000 {method 'point' of 'ImagingCore' objects}
     2000    0.143    0.000    0.143    0.000 {method 'to' of 'torch._C._TensorBase' objects}
      500    0.143    0.000    0.143    0.000 {built-in method PIL._imaging.blend}
     4000    0.131    0.000    0.131    0.000 {method 'clone' of 'torch._C._TensorBase' objects}
     2000    0.128    0.000    0.128    0.000 {method 'div_' of 'torch._C._TensorBase' objects}
      902    0.117    0.000    0.484    0.001 /usr/local/lib/python3.8/dist-packages/Pillow-9.2.0-py3.8-linux-x86_64.egg/PIL/ImageOps.py:355(equalize)
  1275822    0.116    0.000    0.116    0.000 {built-in method builtins.round}
     1166    0.108    0.000    0.108    0.000 {method 'histogram' of 'ImagingCore' objects}
     1648    0.104    0.000    0.215    0.000 /usr/local/lib/python3.8/dist-packages/Pillow-9.2.0-py3.8-linux-x86_64.egg/PIL/Image.py:1723(<listcomp>)
     2000    0.102    0.000    0.265    0.000 /vision/torchvision/transforms/functional_tensor.py:68(convert_image_dtype)
    14000    0.093    0.000    0.093    0.000 {built-in method torch.tensor}
     2000    0.091    0.000    1.711    0.001 /vision/torchvision/transforms/autoaugment.py:255(forward)
     2000    0.076    0.000    0.076    0.000 {method 'transpose' of 'ImagingCore' objects}
    20000    0.068    0.000    0.068    0.000 {built-in method torch.linspace}
    12000    0.066    0.000    0.066    0.000 {built-in method torch.randint}
     2000    0.064    0.000    0.132    0.000 /vision/torchvision/transforms/functional_tensor.py:938(erase)
     2000    0.063    0.000    0.063    0.000 {method 'crop' of 'ImagingCore' objects}
     2000    0.060    0.000    0.166    0.000 /vision/torchvision/transforms/transforms.py:1656(get_params)
     6000    0.057    0.000    0.057    0.000 {method 'encode' of 'ImagingEncoder' objects}
  1032422    0.054    0.000    0.054    0.000 {method 'append' of 'list' objects}
     2000    0.054    0.000    0.200    0.000 /vision/torchvision/transforms/autoaugment.py:223(_augmentation_space)
    24496    0.046    0.000    0.083    0.000 /vision/torchvision/utils.py:538(_log_api_usage_once)
     2000    0.045    0.000    0.183    0.000 /vision/torchvision/transforms/transforms.py:910(get_params)
     6000    0.044    0.000    0.044    0.000 {built-in method torch.rand}
    12000    0.044    0.000    5.110    0.000 /usr/local/lib/python3.8/dist-packages/torch/nn/modules/module.py:1184(_call_impl)
     2000    0.043    0.000    0.451    0.000 /vision/torchvision/transforms/functional_tensor.py:912(normalize)
     2000    0.042    0.000    0.378    0.000 /vision/torchvision/transforms/transforms.py:1698(forward)
     2000    0.041    0.000    0.149    0.000 /usr/lib/python3.8/traceback.py:321(extract)
     2000    0.040    0.000    0.160    0.000 {built-in method numpy.array}
     2000    0.039    0.000    0.168    0.000 /vision/torchvision/transforms/transforms.py:696(forward)
    10000    0.038    0.000    0.038    0.000 {built-in method posix.stat}
     6000    0.037    0.000    0.037    0.000 {built-in method torch.as_tensor}
     2000    0.036    0.000    5.381    0.003 /vision/torchvision/transforms/transforms.py:93(__call__)
     9078    0.036    0.000    0.036    0.000 {method 'uniform_' of 'torch._C._TensorBase' objects}
       39    0.033    0.001    0.033    0.001 {method 'filter' of 'ImagingCore' objects}
     2000    0.032    0.000    0.057    0.000 /usr/lib/python3.8/traceback.py:388(format)
    24496    0.026    0.000    0.026    0.000 {built-in method torch._C._log_api_usage_once}
     9078    0.026    0.000    0.026    0.000 {built-in method torch.empty}
     6000    0.026    0.000    0.026    0.000 {method 'view' of 'torch._C._TensorBase' objects}
