         1352686 function calls (1302517 primitive calls) in 6.498 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
     2000    1.449    0.001    1.449    0.001 {built-in method torch._C._nn._upsample_bilinear2d_aa}
15251/13251    0.531    0.000    0.579    0.000 {method 'to' of 'torch._C._TensorBase' objects}
     2628    0.470    0.000    0.860    0.000 /vision/torchvision/transforms/functional_tensor.py:875(_scale_channel)
140593/126500    0.254    0.000    1.392    0.000 /vision/torchvision/prototype/features/_feature.py:59(__torch_function__)
      309    0.233    0.001    0.233    0.001 {built-in method torch.grid_sampler}
4000/2000    0.200    0.000    0.203    0.000 {method 'flip' of 'torch._C._TensorBase' objects}
8062/4031    0.189    0.000    0.346    0.000 {method 'clone' of 'torch._C._TensorBase' objects}
     2628    0.176    0.000    0.176    0.000 {built-in method torch.bincount}
    16462    0.172    0.000    0.424    0.000 /vision/torchvision/prototype/features/_feature.py:40(new_like)
     2000    0.124    0.000    0.124    0.000 {method 'div' of 'torch._C._TensorBase' objects}
4000/2000    0.114    0.000    0.117    0.000 {method 'div_' of 'torch._C._TensorBase' objects}
  586/293    0.102    0.000    0.103    0.000 {built-in method torch.where}
     2340    0.098    0.000    0.098    0.000 {built-in method torch.round}
     2000    0.090    0.000    2.200    0.001 /vision/torchvision/prototype/transforms/_auto_augment.py:276(forward)
    16462    0.081    0.000    0.081    0.000 {built-in method _make_subclass}
     4000    0.076    0.000    1.018    0.000 /vision/torchvision/prototype/transforms/_transform.py:66(forward)
     2000    0.071    0.000    0.476    0.000 /vision/torchvision/transforms/functional_tensor.py:917(normalize)
      430    0.068    0.000    0.093    0.000 /vision/torchvision/transforms/functional_tensor.py:150(rgb_to_grayscale)
    36924    0.067    0.000    0.067    0.000 {built-in method torch.as_tensor}
4000/2000    0.066    0.000    0.071    0.000 {method 'sub_' of 'torch._C._TensorBase' objects}
12173/11864    0.056    0.000    0.056    0.000 {method 'view' of 'torch._C._TensorBase' objects}
     8770    0.055    0.000    0.055    0.000 {built-in method torch.rand}
     2000    0.054    0.000    0.196    0.000 /vision/torchvision/prototype/transforms/_augment.py:48(_get_params)
    10000    0.054    0.000    0.054    0.000 {built-in method torch.randint}
    20308    0.053    0.000    0.073    0.000 /vision/torchvision/transforms/functional_tensor.py:9(_is_tensor_a_torch_image)
    16462    0.045    0.000    0.210    0.000 /vision/torchvision/prototype/features/_image.py:65(__new__)
    16462    0.043    0.000    0.467    0.000 /vision/torchvision/prototype/features/_image.py:96(new_like)
     5052    0.043    0.000    0.043    0.000 {built-in method torch.tensor}
      461    0.041    0.000    0.132    0.000 /vision/torchvision/transforms/functional_tensor.py:264(_blend)
     3181    0.039    0.000    0.039    0.000 {method 'clamp' of 'torch._C._TensorBase' objects}
      293    0.039    0.000    0.039    0.000 {method 'ge' of 'torch._C._TensorBase' objects}
     2000    0.037    0.000    0.161    0.000 /vision/torchvision/prototype/transforms/_geometry.py:107(_get_params)
      492    0.037    0.000    0.037    0.000 {method 'mul' of 'torch._C._TensorBase' objects}
     7884    0.036    0.000    0.036    0.000 {built-in method torch.div}
     7584    0.036    0.000    0.063    0.000 /vision/torchvision/transforms/functional_tensor.py:24(get_dimensions)
16000/2000    0.036    0.000    6.498    0.003 /usr/local/lib/python3.8/dist-packages/torch/nn/modules/module.py:1184(_call_impl)
     9060    0.035    0.000    0.035    0.000 {method 'uniform_' of 'torch._C._TensorBase' objects}
      526    0.034    0.000    0.034    0.000 {method 'sub' of 'torch._C._TensorBase' objects}
