         2930066 function calls in 12.234 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
     5000    1.374    0.000    1.374    0.000 {built-in method torch._C._nn.upsample_bilinear2d}
    33420    1.286    0.000    1.286    0.000 {method 'to' of 'torch._C._TensorBase' objects}
     6534    1.155    0.000    2.115    0.000 /vision/torchvision/transforms/functional_tensor.py:875(_scale_channel)
      821    0.619    0.001    0.619    0.001 {built-in method torch.grid_sampler}
     5000    0.475    0.000    0.475    0.000 {method 'flip' of 'torch._C._TensorBase' objects}
     6534    0.432    0.000    0.432    0.000 {built-in method torch.bincount}
    10101    0.416    0.000    0.416    0.000 {method 'clone' of 'torch._C._TensorBase' objects}
     5000    0.322    0.000    0.529    0.000 /vision/torchvision/transforms/functional_tensor.py:68(convert_image_dtype)
      709    0.282    0.000    0.282    0.000 {built-in method torch.where}
     5000    0.266    0.000    0.266    0.000 {method 'div_' of 'torch._C._TensorBase' objects}
     5922    0.248    0.000    0.248    0.000 {built-in method torch.round}
    37691    0.225    0.000    0.225    0.000 {built-in method torch.tensor}
     5000    0.195    0.000    5.296    0.001 /vision/torchvision/transforms/autoaugment.py:255(forward)
     1215    0.190    0.000    0.318    0.000 /vision/torchvision/transforms/functional_tensor.py:264(_blend)
     1114    0.164    0.000    0.204    0.000 /vision/torchvision/transforms/functional_tensor.py:150(rgb_to_grayscale)
     5000    0.162    0.000    0.374    0.000 /vision/torchvision/transforms/functional_tensor.py:943(erase)
    51642    0.142    0.000    0.142    0.000 {built-in method torch.linspace}
     5000    0.135    0.000    0.135    0.000 {method 'sub_' of 'torch._C._TensorBase' objects}
    30000    0.134    0.000    0.134    0.000 {built-in method torch.randint}
     5000    0.124    0.000    0.359    0.000 /vision/torchvision/transforms/transforms.py:1656(get_params)
     5000    0.122    0.000    0.427    0.000 /vision/torchvision/transforms/autoaugment.py:223(_augmentation_space)
    30000    0.104    0.000   11.528    0.000 /usr/local/lib/python3.8/dist-packages/torch/nn/modules/module.py:1184(_call_impl)
     8019    0.100    0.000    0.100    0.000 {method 'clamp' of 'torch._C._TensorBase' objects}
     5000    0.099    0.000    0.416    0.000 /vision/torchvision/transforms/transforms.py:910(get_params)
    56291    0.099    0.000    0.172    0.000 /vision/torchvision/utils.py:538(_log_api_usage_once)
     5000    0.096    0.000    0.353    0.000 /usr/lib/python3.8/traceback.py:321(extract)
      709    0.096    0.000    0.434    0.001 /vision/torchvision/transforms/functional_tensor.py:801(solarize)
     5000    0.092    0.000    0.808    0.000 /vision/torchvision/transforms/functional_tensor.py:917(normalize)
    25000    0.091    0.000    0.091    0.000 {built-in method posix.stat}
    15000    0.090    0.000    0.090    0.000 {built-in method torch.rand}
     5000    0.089    0.000    0.905    0.000 /vision/torchvision/transforms/transforms.py:1698(forward)
    19602    0.089    0.000    0.089    0.000 {built-in method torch.div}
      821    0.084    0.000    0.084    0.000 {method 'bmm' of 'torch._C._TensorBase' objects}
    22740    0.080    0.000    0.080    0.000 {method 'uniform_' of 'torch._C._TensorBase' objects}
     5000    0.077    0.000    0.136    0.000 /usr/lib/python3.8/traceback.py:388(format)
     5000    0.077    0.000    0.638    0.000 /vision/torchvision/transforms/transforms.py:696(forward)
     2178    0.073    0.000    0.073    0.000 {built-in method torch.stack}
    29228    0.070    0.000    0.106    0.000 /vision/torchvision/transforms/functional_tensor.py:24(get_dimensions)
     1049    0.067    0.000    0.078    0.000 /vision/torchvision/transforms/functional_tensor.py:774(invert)
    18176    0.065    0.000    0.065    0.000 {method 'view' of 'torch._C._TensorBase' objects}
     5000    0.064    0.000   11.598    0.002 /vision/torchvision/transforms/transforms.py:93(__call__)
    23561    0.062    0.000    0.062    0.000 {built-in method torch.empty}
     6534    0.056    0.000    0.056    0.000 {built-in method torch.nn.functional.pad}
    10000    0.054    0.000    0.054    0.000 {built-in method torch.log}
     5000    0.054    0.000    0.066    0.000 /vision/torchvision/prototype/features/_feature.py:73(__torch_function__)
    56291    0.050    0.000    0.050    0.000 {built-in method torch._C._log_api_usage_once}
    51031    0.049    0.000    0.049    0.000 {method 'item' of 'torch._C._TensorBase' objects}
      101    0.049    0.000    0.049    0.000 {built-in method torch.conv2d}
     1642    0.046    0.000    0.046    0.000 {method 'copy_' of 'torch._C._TensorBase' objects}
     5000    0.044    0.000    0.044    0.000 {built-in method torch.rsub}
    10000    0.044    0.000    0.044    0.000 {built-in method torch.as_tensor}
    11370    0.041    0.000    0.041    0.000 {built-in method torch.exp}
    30000    0.040    0.000    0.040    0.000 {built-in method torch._C._get_tracing_state}
      270    0.038    0.000    0.105    0.000 /vision/torchvision/transforms/functional_tensor.py:853(autocontrast)
     6635    0.036    0.000    0.036    0.000 {method 'sum' of 'torch._C._TensorBase' objects}
    56291    0.035    0.000    0.068    0.000 /usr/local/lib/python3.8/dist-packages/torch/jit/_trace.py:1008(is_tracing)
     5000    0.035    0.000    0.129    0.000 /vision/torchvision/transforms/functional_tensor.py:132(crop)
   135000    0.035    0.000    0.085    0.000 /usr/lib/python3.8/traceback.py:285(line)
     2178    0.033    0.000    2.148    0.001 /vision/torchvision/transforms/functional_tensor.py:897(<listcomp>)
     6534    0.033    0.000    0.033    0.000 {built-in method torch.cumsum}
     5000    0.031    0.000    2.389    0.000 /vision/torchvision/transforms/functional_tensor.py:447(resize)
    90000    0.030    0.000    0.030    0.000 {method 'format' of 'str' objects}
   217429    0.029    0.000    0.029    0.000 {built-in method builtins.isinstance}
      546    0.029    0.000    0.032    0.000 /vision/torchvision/transforms/functional_tensor.py:787(posterize)
    15212    0.029    0.000    0.152    0.000 /vision/torchvision/transforms/functional.py:61(get_dimensions)
    56291    0.029    0.000    0.029    0.000 {built-in method torch._C._is_tracing}
     7036    0.029    0.000    0.029    0.000 {method 'unsqueeze' of 'torch._C._TensorBase' objects}
    61016    0.028    0.000    0.036    0.000 /vision/torchvision/transforms/functional_tensor.py:9(_is_tensor_a_torch_image)
     5000    0.028    0.000    2.481    0.000 /vision/torchvision/transforms/functional.py:388(resize)
     5922    0.027    0.000    0.689    0.000 /vision/torchvision/transforms/functional_tensor.py:534(_cast_squeeze_out)
     5000    0.027    0.000    0.856    0.000 /vision/torchvision/transforms/functional.py:337(normalize)
     5000    0.027    0.000    0.027    0.000 {method 'any' of 'torch._C._TensorBase' objects}
     5000    0.026    0.000    0.026    0.000 {function Random.seed at 0x7f64a21a1dc0}
     5000    0.026    0.000    0.026    0.000 {built-in method torch.arange}
      821    0.026    0.000    0.211    0.000 /vision/torchvision/transforms/functional_tensor.py:581(_gen_affine_grid)
     5000    0.025    0.000    1.410    0.000 /usr/local/lib/python3.8/dist-packages/torch/nn/functional.py:3765(interpolate)
     5922    0.024    0.000    0.024    0.000 {method 'squeeze' of 'torch._C._TensorBase' objects}
