         677245 function calls (652084 primitive calls) in 3.276 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
     1000    0.755    0.001    0.755    0.001 {built-in method torch._C._nn._upsample_bilinear2d_aa}
7635/6635    0.271    0.000    0.296    0.000 {method 'to' of 'torch._C._TensorBase' objects}
     1275    0.235    0.000    0.430    0.000 /vision/torchvision/transforms/functional_tensor.py:875(_scale_channel)
      166    0.129    0.001    0.129    0.001 {built-in method torch.grid_sampler}
70377/63320    0.127    0.000    0.681    0.000 /vision/torchvision/prototype/features/_feature.py:59(__torch_function__)
2000/1000    0.103    0.000    0.105    0.000 {method 'flip' of 'torch._C._TensorBase' objects}
4038/2019    0.095    0.000    0.149    0.000 {method 'clone' of 'torch._C._TensorBase' objects}
     1275    0.088    0.000    0.088    0.000 {built-in method torch.bincount}
     8234    0.066    0.000    0.187    0.000 /vision/torchvision/prototype/features/_feature.py:40(new_like)
     1000    0.064    0.000    0.064    0.000 {method 'div' of 'torch._C._TensorBase' objects}
2000/1000    0.058    0.000    0.060    0.000 {method 'div_' of 'torch._C._TensorBase' objects}
     1185    0.051    0.000    0.051    0.000 {built-in method torch.round}
  280/140    0.048    0.000    0.048    0.000 {built-in method torch.where}
     1000    0.044    0.000    1.122    0.001 /vision/torchvision/prototype/transforms/_auto_augment.py:276(forward)
     2000    0.037    0.000    0.487    0.000 /vision/torchvision/prototype/transforms/_transform.py:66(forward)
      231    0.037    0.000    0.049    0.000 /vision/torchvision/transforms/functional_tensor.py:150(rgb_to_grayscale)
     8234    0.035    0.000    0.035    0.000 {built-in method _make_subclass}
2000/1000    0.033    0.000    0.035    0.000 {method 'sub_' of 'torch._C._TensorBase' objects}
    18468    0.033    0.000    0.033    0.000 {built-in method torch.as_tensor}
     1000    0.028    0.000    0.229    0.000 /vision/torchvision/transforms/functional_tensor.py:917(normalize)
    10172    0.028    0.000    0.037    0.000 /vision/torchvision/transforms/functional_tensor.py:9(_is_tensor_a_torch_image)
     1000    0.028    0.000    0.098    0.000 /vision/torchvision/prototype/transforms/_augment.py:48(_get_params)
     5000    0.027    0.000    0.027    0.000 {built-in method torch.randint}
